m2,nu_s_mw,nu_s_host,err_m2,err_nu_s_mw,err_nu_s_host,burst,RP_nominal,RP_effective,wavelength_m,fs_Hz,nchan,mode,anisotropic_host,theta_L_mw,theta_L_host_x,theta_L_host_y
1.0036652912467408,111.70434139370683,2.323536632781714,,,,0,0.2,1.4285928574642907e+20,0.21,25000.0,256,coh,False,5e-06,,
